nl,code
substitute c_ulong for ULONG_PTR.,ULONG_PTR = c_ulong
substitute c_void_p for PVOID.,PVOID = c_void_p
derive the class _OFFSET from the Structure base class.,class _OFFSET ( Structure ) :
"_fields_ is a list containing 2 tuples: first tuple contains: string 'Offset' and DWORD, second contains: string 'OffsetHigh' and DWORD.","_fields_ = [ ( 'Offset' , DWORD ) , ( 'OffsetHigh' , DWORD ) ]"
derive the class _OFFSET_UNION from the Union base class.,class _OFFSET_UNION ( Union ) :
_anonymous_ is a list containing one string: '_offset'.,_anonymous_ = [ '_offset' ]
"_fields_ is a list containing 2 tuples: first tuple contains: string '_offset' and _OFFSET, second contains: string 'Pointer' and PVOID.","_fields_ = [ ( '_offset' , _OFFSET ) , ( 'Pointer' , PVOID ) ]"
derive the class OVERLAPPED from the Structure base class.,class OVERLAPPED ( Structure ) :
_anonymous_ is a list containing one string: '_offset_union'.,_anonymous_ = [ '_offset_union' ]
"_fields_ is a list containing 4 tuples: first tuple contains: string 'Internal' and ULONG_PTR,","_fields_ = [ ( 'Internal' , ULONG_PTR ) , ( 'InternalHigh' , ULONG_PTR ) , ( '_offset_union' , _OFFSET_UNION ) , ( 'hEvent' , HANDLE ) ]"
"second contains: string 'InternalHigh and ULONG_PTR, third: '_offset_union' and _OFFSET_UNION, forth 'hEvent' and HANDLE. call the function POINTER with argument OVERLAPPED, substitute the result for LPOVERLAPPED.",LPOVERLAPPED = POINTER ( OVERLAPPED )
substitute windll.kernel32.LockFileEx for LockFileEx.,LockFileEx = windll . kernel32 . LockFileEx
substitute BOOL for LockFileEx.restype.,LockFileEx . restype = BOOL
"LockFileEx.argtypes is a list containing 6 elements: HANDLE, DWORD, DWORD, DWORD, DWORD and LPOVERLAPPED.","LockFileEx . argtypes = [ HANDLE , DWORD , DWORD , DWORD , DWORD , LPOVERLAPPED ]"
substitute windll.kernel32.UnlockFileEx for UnlockFileEx.,UnlockFileEx = windll . kernel32 . UnlockFileEx
substitute BOOL for UnlockFileEx.restype.,UnlockFileEx . restype = BOOL
"UnlockFileEx.argtypes is a list containing 5 elements: HANDLE, DWORD, DWORD, DWORD and LPOVERLAPPED.","UnlockFileEx . argtypes = [ HANDLE , DWORD , DWORD , DWORD , LPOVERLAPPED ]"
define the function lock with arguments f and flags.,"def lock ( f , flags ) :"
"call the function msvcrt.get_osfhandle with return value of the _fd(f) function as argument, substitute the result for hfile.",hfile = msvcrt . get_osfhandle ( _fd ( f ) )
"call the OVERLAPPED function, substitute the result for overlapped.",overlapped = OVERLAPPED ( )
"call the LockFileEx function with 6 arguments: hfile, flags, integer 0, integer 0, hexadecimal value FFFF0000, return value of the byref function called with argument overlapped, substitute the result for ret.","ret = LockFileEx ( hfile , flags , 0 , 0 , 0xFFFF0000 , byref ( overlapped ) )"
"convert ret to a boolean, return it.",return bool ( ret )
define the function unlock with argument f.,def unlock ( f ) :
"call the function msvcrt.get_osfhandle with return value of the _fd(f) function as argument, substitute the result for hfile.",hfile = msvcrt . get_osfhandle ( _fd ( f ) )
"call the OVERLAPPED function, substitute the result for overlapped.",overlapped = OVERLAPPED ( )
"call the LockFileEx function with 5 arguments: hfile, integer 0, integer 0, hexadecimal value FFFF0000, return value of the byref function called with argument overlapped, substitute the result for ret.","ret = UnlockFileEx ( hfile , 0 , 0 , 0xFFFF0000 , byref ( overlapped ) )"
"convert ret to a boolean, return it.",return bool ( ret )
"if not,",else :
"try,",try :
import fcntl.,import fcntl
substitute fcntl.LOCK_SH for LOCK_SH.,LOCK_SH = fcntl . LOCK_SH
substitute fcntl.LOCK_NB for LOCK_NB.,LOCK_NB = fcntl . LOCK_NB
substitute fcntl.LOCK_EX for LOCK_EX.,LOCK_EX = fcntl . LOCK_EX
"if ImportError or AttributeError exception occurred,","except ( ImportError , AttributeError ) :"
"LOCK_EX, LOCK_SH and LOCK_NB are all equal to integer 0.",LOCK_EX = LOCK_SH = LOCK_NB = 0
define the function lock with arguments f and flags.,"def lock ( f , flags ) :"
return boolean False.,return False
define the function unlock with argument f.,def unlock ( f ) :
return boolean True.,return True
"if not,",else :
define the function lock with arguments f and flags.,"def lock ( f , flags ) :"
"call the function fcntl.flock with return value of the _fd(f) function and flags as arguments, substitute the result for ret.","ret = fcntl . flock ( _fd ( f ) , flags )"
"if ret equals to integer 0, return boolean True, otherwise return boolean False.",return ( ret == 0 )
define the function unlock with argument f.,def unlock ( f ) :
"all the function fcntl.flock with return value of the _fd(f) function and fcntl.LOCK_UN as arguments, substitute the result for ret.","ret = fcntl . flock ( _fd ( f ) , fcntl . LOCK_UN )"
"if ret equals to integer 0, return boolean True, otherwise return boolean False.",return ( ret == 0 )
import module os.,import os
from django.core.files import locks into default name space.,from django . core . files import locks
"try,",try :
from shutil import copystat into default name space.,from shutil import copystat
"if ImportError exception occurred,",except ImportError :
import stat.,import stat
define the function copystat with arguments src and dst.,"def copystat ( src , dst ) :"
"call the os.stat function with argument src, substitute the result for st.",st = os . stat ( src )
"call the function stat.S_IMODE with argument st.st_mode, substitute the result for mode.",mode = stat . S_IMODE ( st . st_mode )
"if os has an attribute 'utime',","if hasattr ( os , 'utime' ) :"
call the os.utime function with arguments dst and tuple containing 2 elements: st.st_atime and st.st_mtime.,"os . utime ( dst , ( st . st_atime , st . st_mtime ) )"
"if os has an attribute 'chmod',","if hasattr ( os , 'chmod' ) :"
call the function os.chmod with arguments dst and mode.,"os . chmod ( dst , mode )"
__all__ is a list containing a string 'file_move_safe'.,__all__ = [ 'file_move_safe' ]
define the function _samefile with arguments src and dst.,"def _samefile ( src , dst ) :"
"if os.path has an attribute 'samefile',","if hasattr ( os . path , 'samefile' ) :"
"try,",try :
"call the os.path.samefile with arguments src and dst, return the result.","return os . path . samefile ( src , dst )"
"if exception OSError occurred,",except OSError :
return boolean False.,return False
"if file path of src and dst files are the same, return boolean True, otherwise return boolean False.",return ( os . path . normcase ( os . path . abspath ( src ) ) == os . path . normcase ( os . path . abspath ( dst ) ) )
"define the function file_move_safe with 4 arguments: old_file_name, new_file_name, chunk_size set to multiple of integers 1024 and 64,","def file_move_safe ( old_file_name , new_file_name , chunk_size = 1024 * 64 , allow_overwrite = False ) :"
